brand,km_driven,fuel,owner,selling_price,brand_updated
Tata,84321,Diesel,First Owner,200000,Tata
Mahindra,177000,Diesel,First Owner,600000,Mahindra
Tata,60000,Diesel,First Owner,175000,Tata
Tata,205000,Diesel,Second Owner,99000,Tata
Hyundai,70000,Petrol,Second Owner,215000,Hyundai
Maruti,70000,Petrol,Third Owner,190000,Maruti
Renault,126000,Diesel,Second Owner,520000,Renault
Ford,120000,Diesel,Second Owner,2280000,Ford
Tata,70000,Diesel,First Owner,285000,Tata
Mahindra,82000,Diesel,First Owner,660000,Mahindra
Maruti,110000,Petrol,Third Owner,31504,Maruti
Maruti,45000,Petrol,Second Owner,515000,Maruti
Nissan,70000,Diesel,Second Owner,295000,Nissan
Nissan,80000,Diesel,Second Owner,700000,Nissan
Mahindra,45000,Diesel,First Owner,1100000,Mahindra
Hyundai,60000,Petrol,First Owner,300000,Hyundai
Maruti,41800,Petrol,First Owner,450000,Maruti
Maruti,132000,Petrol,Second Owner,135000,Maruti
Maruti,50000,Diesel,Second Owner,700000,Maruti
Ford,40000,Diesel,First Owner,250000,Ford
Maruti,96000,Petrol,Second Owner,140000,Maruti
Mahindra,117000,Diesel,First Owner,250000,Mahindra
Hyundai,110000,Petrol,Second Owner,210000,Hyundai
Honda,100000,Diesel,Second Owner,420000,Honda
Maruti,88700,Petrol,Third Owner,130000,Maruti
Nissan,70000,Petrol,Second Owner,320000,Nissan
Maruti,110000,Petrol,Second Owner,200000,Maruti
Maruti,15000,Petrol,First Owner,310000,Maruti
Mahindra,80000,Diesel,Second Owner,200000,Mahindra
Maruti,50000,Petrol,First Owner,350000,Maruti
Hyundai,15000,Petrol,First Owner,444000,Hyundai
Datsun,25000,Petrol,First Owner,300000,Datsun
Mahindra,57000,Diesel,Second Owner,225000,Mahindra
Mahindra,75000,Diesel,First Owner,600000,Mahindra
Maruti,26000,Petrol,First Owner,260000,Maruti
Hyundai,160000,Diesel,First Owner,375000,Hyundai
Maruti,26000,Petrol,First Owner,260000,Maruti
Maruti,120000,Petrol,Second Owner,150000,Maruti
Maruti,50000,Petrol,Second Owner,110000,Maruti
Maruti,40000,Petrol,First Owner,225000,Maruti
Toyota,90000,Diesel,Third Owner,400000,Toyota
Maruti,120000,Petrol,Third Owner,93000,Maruti
Honda,28000,Petrol,First Owner,860000,Honda
Maruti,50000,Diesel,First Owner,650000,Maruti
Maruti,90000,Diesel,First Owner,650000,Maruti
Hyundai,40000,Diesel,First Owner,710000,Hyundai
Ford,113000,Diesel,First Owner,430000,Ford
Maruti,188000,Diesel,Second Owner,305000,Maruti
Ford,100000,Diesel,First Owner,220000,Ford
Tata,225000,Diesel,Third Owner,150000,Tata
Mahindra,67000,Diesel,Second Owner,660000,Mahindra
Chevrolet,70000,Diesel,Fourth & Above Owner,140000,Chevrolet
Toyota,50000,Petrol,First Owner,1100000,Toyota
Jaguar,60000,Diesel,First Owner,2450000,Jaguar
Volkswagen,34000,Diesel,First Owner,625000,Volkswagen
Honda,110000,Petrol,Third Owner,198000,Honda
Hyundai,71000,Petrol,Second Owner,60000,Hyundai
Maruti,140000,Petrol,Second Owner,130000,Maruti
Honda,100000,Petrol,Second Owner,540000,Honda
Hyundai,10000,Petrol,First Owner,550000,Hyundai
Maruti,30000,Petrol,First Owner,475000,Maruti
Audi,22000,Diesel,First Owner,2825000,Audi
Honda,5500,Diesel,First Owner,2125000,Honda
BMW,18000,Diesel,First Owner,3350000,BMW
Toyota,20000,Diesel,First Owner,1800000,Toyota
Hyundai,7000,Petrol,First Owner,540000,Hyundai
Force,20000,Diesel,First Owner,910000,Others
Maruti,4875,Petrol,First Owner,484999,Maruti
Hyundai,2700,Diesel,First Owner,1950000,Hyundai
Maruti,58511,Diesel,First Owner,950000,Maruti
Ford,105000,Diesel,First Owner,365000,Ford
Mahindra,26235,Diesel,First Owner,900000,Mahindra
Tata,26766,Diesel,First Owner,919999,Tata
MG,1600,Petrol,First Owner,1900000,Others
Mercedes-Benz,46000,Diesel,First Owner,2950000,Mercedes-Benz
Mahindra,23000,Diesel,First Owner,1075000,Mahindra
Maruti,24522,Petrol,First Owner,600000,Maruti
BMW,13663,Diesel,First Owner,3200000,BMW
Skoda,11000,Diesel,First Owner,2600000,Skoda
Maruti,63000,Diesel,First Owner,839000,Maruti
Volkswagen,2000,Petrol,First Owner,635000,Volkswagen
Mahindra,300000,Diesel,Third Owner,550000,Mahindra
Mahindra,190000,Diesel,Third Owner,180000,Mahindra
Honda,80000,Diesel,First Owner,650000,Honda
Honda,80000,Petrol,Second Owner,350000,Honda
Maruti,54000,Petrol,First Owner,265000,Maruti
Renault,30000,Petrol,First Owner,330000,Renault
Maruti,5000,Petrol,First Owner,395000,Maruti
Mahindra,58945,Diesel,First Owner,700000,Mahindra
Ford,90000,Diesel,First Owner,300000,Ford
Toyota,375000,Diesel,First Owner,650000,Toyota
Maruti,160000,Diesel,Third Owner,625000,Maruti
Volkswagen,80000,Diesel,Second Owner,425000,Volkswagen
Maruti,50000,Petrol,Third Owner,55000,Maruti
Tata,80000,Diesel,Second Owner,250000,Tata
Mahindra,156975,Diesel,First Owner,459999,Mahindra
Toyota,5000,Diesel,First Owner,1594000,Toyota
Chevrolet,50000,Petrol,First Owner,300000,Chevrolet
Ford,27620,Diesel,First Owner,950000,Ford
Mahindra,120000,Diesel,First Owner,484999,Mahindra
Mahindra,120000,Diesel,Third Owner,161000,Mahindra
Hyundai,58000,Petrol,First Owner,500000,Hyundai
Nissan,50000,Petrol,First Owner,350000,Nissan
Maruti,40000,Petrol,First Owner,550000,Maruti
Honda,7800,Petrol,First Owner,850000,Honda
Maruti,50000,Petrol,First Owner,240000,Maruti
Ford,68000,Diesel,First Owner,950000,Ford
Maruti,60000,Petrol,Second Owner,423000,Maruti
Tata,74000,Petrol,Second Owner,90000,Tata
Tata,58000,Diesel,Second Owner,350000,Tata
Maruti,70000,Petrol,Third Owner,170000,Maruti
Ford,70000,Petrol,First Owner,450000,Ford
Hyundai,110000,Petrol,Second Owner,150000,Hyundai
Hyundai,80000,Petrol,Third Owner,75000,Hyundai
Hyundai,80000,Diesel,First Owner,511000,Hyundai
Maruti,59000,Diesel,First Owner,850000,Maruti
Tata,110000,Diesel,First Owner,250000,Tata
Maruti,25000,Petrol,First Owner,420000,Maruti
Maruti,55000,Petrol,First Owner,180000,Maruti
Maruti,25000,Diesel,First Owner,400000,Maruti
Mahindra,300000,Diesel,First Owner,150000,Mahindra
Ford,143200,Diesel,First Owner,500000,Ford
Jeep,60000,Diesel,First Owner,1689999,Jeep
Nissan,120000,Diesel,First Owner,204999,Nissan
Maruti,145000,Diesel,Second Owner,459999,Maruti
Hyundai,30000,Petrol,First Owner,600000,Hyundai
Hyundai,8000,Petrol,First Owner,585000,Hyundai
Ford,170000,Diesel,First Owner,551000,Ford
Maruti,100000,Diesel,First Owner,525000,Maruti
Maruti,62000,Petrol,First Owner,160000,Maruti
Mahindra,110000,Diesel,First Owner,825000,Mahindra
Hyundai,137000,CNG,First Owner,127000,Hyundai
Chevrolet,80000,Diesel,Second Owner,600000,Chevrolet
Maruti,80000,Petrol,Second Owner,65000,Maruti
Maruti,100000,Diesel,First Owner,550000,Maruti
Mahindra,120000,Diesel,First Owner,650000,Mahindra
Maruti,24000,Diesel,First Owner,750000,Maruti
Mahindra,80000,Diesel,First Owner,380000,Mahindra
Hyundai,138000,Diesel,First Owner,400000,Hyundai
Maruti,147000,Petrol,Fourth & Above Owner,50000,Maruti
Mahindra,60000,Diesel,First Owner,750000,Mahindra
Chevrolet,80000,Petrol,First Owner,150000,Chevrolet
Maruti,50000,Petrol,First Owner,245000,Maruti
Tata,189000,Diesel,First Owner,260000,Tata
Volkswagen,90000,Diesel,Second Owner,411000,Volkswagen
Hyundai,56000,Diesel,First Owner,450000,Hyundai
BMW,140000,Diesel,Second Owner,1300000,BMW
Maruti,60000,Petrol,First Owner,351000,Maruti
Mahindra,130000,Diesel,First Owner,550000,Mahindra
BMW,140000,Diesel,Second Owner,1300000,BMW
Tata,189000,Diesel,First Owner,260000,Tata
Volkswagen,90000,Diesel,Second Owner,411000,Volkswagen
Hyundai,56000,Diesel,First Owner,450000,Hyundai
BMW,140000,Diesel,Second Owner,1300000,BMW
Maruti,60000,Petrol,First Owner,351000,Maruti
Mahindra,130000,Diesel,First Owner,550000,Mahindra
BMW,140000,Diesel,Second Owner,1300000,BMW
Nissan,35000,Diesel,First Owner,750000,Nissan
Nissan,35000,Diesel,First Owner,800000,Nissan
Tata,156000,Diesel,First Owner,350000,Tata
Maruti,90000,Petrol,First Owner,200000,Maruti
Tata,60000,Diesel,Third Owner,150000,Tata
Nissan,36000,Diesel,First Owner,800000,Nissan
Hyundai,20000,Petrol,Second Owner,350000,Hyundai
Tata,160000,Diesel,First Owner,350000,Tata
Mahindra,185000,Diesel,First Owner,250000,Mahindra
Tata,110000,Diesel,Second Owner,170000,Tata
Renault,10800,Petrol,First Owner,395000,Renault
Mahindra,120000,Diesel,First Owner,450000,Mahindra
Maruti,15000,Petrol,First Owner,500000,Maruti
Tata,67500,Diesel,First Owner,200000,Tata
Tata,30000,Diesel,First Owner,1200000,Tata
Mahindra,50000,Diesel,First Owner,400000,Mahindra
Mahindra,100000,Diesel,First Owner,650000,Mahindra
Mahindra,150000,Diesel,First Owner,550000,Mahindra
Mahindra,110000,Diesel,First Owner,1100000,Mahindra
Maruti,30000,Petrol,First Owner,254999,Maruti
Maruti,60000,Petrol,First Owner,180000,Maruti
Mahindra,255000,Diesel,Second Owner,160000,Mahindra
Chevrolet,120000,Diesel,Second Owner,225000,Chevrolet
Maruti,49900,Petrol,Second Owner,270000,Maruti
Tata,86000,Diesel,First Owner,310000,Tata
Datsun,71850,Petrol,First Owner,225000,Datsun
Fiat,95000,Diesel,Third Owner,300000,Fiat
Maruti,70000,Petrol,Fourth & Above Owner,250000,Maruti
Hyundai,35000,Petrol,First Owner,180000,Hyundai
Maruti,50000,Petrol,First Owner,550000,Maruti
Mahindra,120000,Diesel,Third Owner,300000,Mahindra
Hyundai,145000,Diesel,First Owner,900000,Hyundai
Tata,190000,Diesel,Third Owner,254999,Tata
Mahindra,40000,Diesel,First Owner,1530000,Mahindra
Maruti,110000,Diesel,First Owner,590000,Maruti
Maruti,112000,LPG,Second Owner,170000,Maruti
Audi,70000,Diesel,First Owner,2600000,Audi
Maruti,110000,Diesel,First Owner,475000,Maruti
Hyundai,29000,Diesel,First Owner,700000,Hyundai
Maruti,60000,Petrol,First Owner,376000,Maruti
Hyundai,120000,Petrol,Fourth & Above Owner,100000,Hyundai
Maruti,46000,Petrol,Fourth & Above Owner,75000,Maruti
Mahindra,120000,Diesel,Third Owner,440000,Mahindra
Maruti,80000,Petrol,First Owner,390000,Maruti
Toyota,159000,Diesel,Second Owner,725000,Toyota
Mahindra,110000,Diesel,Second Owner,325000,Mahindra
Maruti,75000,Petrol,Second Owner,170000,Maruti
Maruti,120000,Diesel,Third Owner,215000,Maruti
Honda,110000,Petrol,Third Owner,350000,Honda
Chevrolet,80000,Petrol,Fourth & Above Owner,80000,Chevrolet
Hyundai,80000,Petrol,Second Owner,195000,Hyundai
Maruti,85000,Diesel,First Owner,280000,Maruti
Nissan,71000,Diesel,First Owner,335000,Nissan
Mahindra,108000,Diesel,First Owner,475000,Mahindra
Renault,75000,Diesel,First Owner,484999,Renault
Maruti,22000,Petrol,Second Owner,650000,Maruti
Audi,76131,Diesel,First Owner,1850000,Audi
Hyundai,30000,Petrol,Second Owner,700000,Hyundai
Audi,65000,Diesel,First Owner,3000000,Audi
Mahindra,60000,Diesel,First Owner,900000,Mahindra
Volkswagen,80000,Diesel,First Owner,350000,Volkswagen
Honda,80000,Petrol,Second Owner,285000,Honda
Audi,70000,Diesel,First Owner,1850000,Audi
Maruti,51777,Diesel,First Owner,750000,Maruti
Land,64788,Diesel,First Owner,1650000,Others
Honda,20000,Petrol,First Owner,600000,Honda
Volkswagen,19000,Petrol,First Owner,565000,Volkswagen
Daewoo,46951,Petrol,First Owner,86000,Others
Datsun,19000,Petrol,First Owner,329000,Datsun
Ford,50000,Diesel,First Owner,650000,Ford
Hyundai,60000,Diesel,First Owner,822000,Hyundai
Renault,100000,Diesel,Second Owner,345000,Renault
Maruti,10000,Petrol,First Owner,30000,Maruti
Maruti,50000,Diesel,Second Owner,330000,Maruti
Maruti,74537,Petrol,Second Owner,300000,Maruti
Maruti,90000,Petrol,Second Owner,200000,Maruti
Tata,80000,Diesel,Second Owner,200000,Tata
Chevrolet,70000,Petrol,Second Owner,90000,Chevrolet
Maruti,80000,Petrol,Second Owner,200000,Maruti
Hyundai,35000,Diesel,First Owner,550000,Hyundai
Chevrolet,23500,Petrol,First Owner,250000,Chevrolet
Honda,82000,Diesel,First Owner,975000,Honda
Toyota,100000,Diesel,Second Owner,900000,Toyota
Hyundai,15000,Petrol,First Owner,610000,Hyundai
Maruti,30000,Diesel,First Owner,620000,Maruti
Hyundai,30000,Petrol,First Owner,400000,Hyundai
Maruti,11000,Petrol,First Owner,500000,Maruti
Datsun,140000,Petrol,First Owner,200000,Datsun
Tata,110000,Diesel,First Owner,360000,Tata
Maruti,48000,Petrol,First Owner,252000,Maruti
Maruti,70000,Diesel,Second Owner,280000,Maruti
Maruti,70000,Petrol,Second Owner,509999,Maruti
Mahindra,58000,Diesel,First Owner,1050000,Mahindra
Maruti,40000,LPG,Fourth & Above Owner,200000,Maruti
Maruti,90000,Petrol,Second Owner,60000,Maruti
Mahindra,40000,Diesel,Second Owner,320000,Mahindra
Mahindra,110000,Diesel,First Owner,520000,Mahindra
Tata,80000,Diesel,Second Owner,250000,Tata
Maruti,60000,Diesel,First Owner,725000,Maruti
Mahindra,50000,Diesel,First Owner,585000,Mahindra
Tata,25000,Petrol,First Owner,430000,Tata
Maruti,100000,Diesel,Second Owner,235000,Maruti
Maruti,52000,Diesel,Third Owner,350000,Maruti
Hyundai,80000,Petrol,Third Owner,131000,Hyundai
Honda,85000,Diesel,First Owner,450000,Honda
Maruti,83000,Diesel,First Owner,750000,Maruti
Maruti,50000,Petrol,First Owner,200000,Maruti
Maruti,120000,Petrol,Fourth & Above Owner,125000,Maruti
Mahindra,100000,Diesel,First Owner,500000,Mahindra
Maruti,70000,Diesel,Third Owner,380000,Maruti
Maruti,19000,Petrol,First Owner,128000,Maruti
Honda,68600,Petrol,Third Owner,250000,Honda
Mahindra,60000,Diesel,First Owner,690000,Mahindra
Mahindra,65000,Diesel,Second Owner,650000,Mahindra
Honda,40000,Petrol,Second Owner,560000,Honda
Tata,160000,Diesel,Second Owner,120000,Tata
Maruti,25000,Petrol,First Owner,400000,Maruti
Maruti,29500,Petrol,First Owner,200000,Maruti
Hyundai,13887,Petrol,First Owner,950000,Hyundai
Maruti,50000,Petrol,Second Owner,300000,Maruti
Renault,30000,Petrol,Second Owner,315000,Renault
Maruti,100000,Petrol,First Owner,220000,Maruti
Chevrolet,60000,Petrol,Second Owner,130000,Chevrolet
Hyundai,60000,Diesel,Second Owner,595000,Hyundai
Tata,120000,Diesel,First Owner,110000,Tata
Ford,13500,Petrol,First Owner,680000,Ford
Fiat,52000,Diesel,First Owner,280000,Fiat
Maruti,30000,Petrol,Second Owner,530000,Maruti
Hyundai,14000,Petrol,First Owner,610000,Hyundai
Tata,90000,Diesel,Second Owner,500000,Tata
Tata,50000,Diesel,First Owner,500000,Tata
Mahindra,120000,Diesel,Second Owner,250000,Mahindra
Hyundai,10000,Petrol,First Owner,325000,Hyundai
Maruti,10000,Petrol,First Owner,550000,Maruti
Maruti,25000,Petrol,First Owner,720000,Maruti
Hyundai,20000,Petrol,First Owner,950000,Hyundai
Maruti,60000,Diesel,First Owner,350000,Maruti
Hyundai,40000,Petrol,First Owner,500000,Hyundai
Maruti,60000,Diesel,First Owner,380000,Maruti
Hyundai,50000,Petrol,First Owner,380000,Hyundai
Hyundai,20000,Petrol,First Owner,900000,Hyundai
Maruti,35000,Petrol,First Owner,295000,Maruti
Maruti,40000,Diesel,First Owner,640000,Maruti
Tata,60000,Diesel,First Owner,790000,Tata
Hyundai,20000,Petrol,First Owner,625000,Hyundai
Ford,30000,Petrol,Second Owner,604000,Ford
Maruti,29000,Petrol,First Owner,315000,Maruti
Mahindra,17000,Diesel,First Owner,950000,Mahindra
Maruti,50000,Petrol,First Owner,400000,Maruti
Hyundai,42000,Petrol,First Owner,700000,Hyundai
Toyota,120000,Diesel,Second Owner,700000,Toyota
Mahindra,110000,Diesel,First Owner,260000,Mahindra
Tata,90000,Diesel,First Owner,200000,Tata
Maruti,70000,Petrol,First Owner,580000,Maruti
Volkswagen,66000,Diesel,Second Owner,330000,Volkswagen
Hyundai,70000,Diesel,Third Owner,400000,Hyundai
Hyundai,5000,Petrol,First Owner,1350000,Hyundai
Mahindra,50000,Diesel,Second Owner,250000,Mahindra
Skoda,25000,Petrol,First Owner,725000,Skoda
Maruti,70000,Diesel,First Owner,300000,Maruti
Maruti,40000,Petrol,Second Owner,120000,Maruti
Mahindra,110000,Diesel,First Owner,1175000,Mahindra
Tata,150000,Diesel,First Owner,380000,Tata
Tata,45000,Diesel,First Owner,400000,Tata
Tata,90000,Diesel,Third Owner,140000,Tata
Tata,140000,Diesel,Second Owner,229999,Tata
Ford,83000,Petrol,Second Owner,110000,Ford
Volkswagen,106000,Diesel,Second Owner,550000,Volkswagen
Chevrolet,60000,Petrol,Fourth & Above Owner,150000,Chevrolet
Maruti,40000,Petrol,Second Owner,265000,Maruti
Hyundai,138000,Petrol,Third Owner,300000,Hyundai
Maruti,80000,Petrol,First Owner,280000,Maruti
Hyundai,50000,Petrol,Second Owner,130000,Hyundai
Chevrolet,50000,Petrol,First Owner,350000,Chevrolet
Maruti,120000,Petrol,First Owner,200000,Maruti
Maruti,24400,Petrol,First Owner,550000,Maruti
Mahindra,60000,Diesel,Second Owner,400000,Mahindra
Maruti,120000,Petrol,Second Owner,170000,Maruti
Hyundai,60000,Diesel,Second Owner,600000,Hyundai
Maruti,100000,Petrol,Second Owner,130000,Maruti
Hyundai,60000,CNG,Second Owner,120000,Hyundai
Maruti,120000,Petrol,Second Owner,100000,Maruti
Renault,27500,Petrol,First Owner,310000,Renault
Maruti,10000,Petrol,First Owner,35000,Maruti
Hyundai,120000,Petrol,Third Owner,200000,Hyundai
Maruti,70000,Diesel,Second Owner,270000,Maruti
Hyundai,80000,Diesel,First Owner,650000,Hyundai
Tata,120000,Petrol,First Owner,210000,Tata
Hyundai,90000,Diesel,First Owner,509999,Hyundai
Ford,70000,Diesel,First Owner,229999,Ford
Renault,188000,Diesel,Second Owner,409999,Renault
Chevrolet,67840,Petrol,First Owner,130000,Chevrolet
Tata,30000,Petrol,First Owner,95000,Tata
Maruti,35000,Petrol,Second Owner,225000,Maruti
Maruti,150000,Diesel,Second Owner,256999,Maruti
Maruti,100000,Diesel,First Owner,775000,Maruti
Maruti,30000,Petrol,First Owner,420000,Maruti
Hyundai,70000,Petrol,First Owner,480000,Hyundai
Toyota,149032,Diesel,First Owner,200000,Toyota
Mahindra,380000,Diesel,Second Owner,260000,Mahindra
Toyota,84050,Petrol,First Owner,210000,Toyota
Volkswagen,15000,Petrol,First Owner,600000,Volkswagen
Ford,140000,Diesel,Second Owner,140000,Ford
Maruti,120000,Petrol,Third Owner,130000,Maruti
Maruti,112880,Diesel,First Owner,195000,Maruti
Tata,135000,Diesel,Second Owner,210000,Tata
Maruti,80000,Petrol,Third Owner,130000,Maruti
Chevrolet,128000,Petrol,Third Owner,141000,Chevrolet
Mahindra,120000,Diesel,First Owner,280000,Mahindra
Maruti,30000,Petrol,First Owner,350000,Maruti
Tata,70000,Petrol,First Owner,575000,Tata
Hyundai,41000,Petrol,First Owner,550000,Hyundai
Toyota,28100,Petrol,First Owner,420000,Toyota
Maruti,30000,Petrol,Second Owner,120000,Maruti
Maruti,30000,Petrol,First Owner,320000,Maruti
Hyundai,35000,Petrol,First Owner,250000,Hyundai
Maruti,22000,Petrol,First Owner,300000,Maruti
Maruti,70000,Petrol,First Owner,250000,Maruti
Maruti,100000,Petrol,Second Owner,120000,Maruti
Mahindra,70000,Diesel,First Owner,750000,Mahindra
Mahindra,200000,Diesel,Second Owner,151000,Mahindra
Tata,120000,Diesel,First Owner,300000,Tata
Maruti,3000,Petrol,First Owner,577000,Maruti
Maruti,50000,Petrol,First Owner,229999,Maruti
Mahindra,50000,Diesel,First Owner,500000,Mahindra
Honda,1500,Petrol,First Owner,840000,Honda
Volkswagen,74000,Diesel,First Owner,900000,Volkswagen
Honda,25000,Petrol,First Owner,650000,Honda
Honda,61915,Diesel,First Owner,650000,Honda
Hyundai,110000,Petrol,First Owner,250000,Hyundai
Volkswagen,70000,Diesel,First Owner,550000,Volkswagen
Maruti,150000,Diesel,Fourth & Above Owner,250000,Maruti
Mahindra,110000,Diesel,Second Owner,350000,Mahindra
Chevrolet,90000,Diesel,Second Owner,185000,Chevrolet
Ford,120000,Petrol,Third Owner,229999,Ford
Toyota,65000,Diesel,First Owner,1000000,Toyota
Maruti,10000,Petrol,First Owner,490000,Maruti
Hyundai,80000,Petrol,Second Owner,150000,Hyundai
Maruti,184000,Diesel,First Owner,600000,Maruti
Maruti,80000,CNG,Second Owner,270000,Maruti
Maruti,70000,Petrol,Second Owner,60000,Maruti
Maruti,89000,Petrol,Second Owner,150000,Maruti
Honda,33033,Petrol,First Owner,335000,Honda
Maruti,69000,Diesel,Second Owner,525000,Maruti
Hyundai,63063,Petrol,First Owner,465000,Hyundai
Tata,90000,Diesel,Second Owner,83000,Tata
Hyundai,8000,Petrol,First Owner,300000,Hyundai
Hyundai,35000,Petrol,First Owner,350000,Hyundai
Hyundai,45000,Petrol,First Owner,300000,Hyundai
Fiat,30000,Diesel,First Owner,250000,Fiat
Maruti,59000,Petrol,Second Owner,114999,Maruti
Maruti,6200,Petrol,First Owner,700000,Maruti
Maruti,120000,Petrol,Second Owner,250000,Maruti
Maruti,70000,Petrol,First Owner,350000,Maruti
Maruti,70000,Petrol,First Owner,80000,Maruti
Mahindra,110000,Diesel,First Owner,850000,Mahindra
Hyundai,158000,Petrol,First Owner,70000,Hyundai
Chevrolet,93000,Petrol,Third Owner,90000,Chevrolet
Chevrolet,110000,Diesel,First Owner,600000,Chevrolet
Maruti,57000,Petrol,First Owner,135000,Maruti
Hyundai,120000,Petrol,First Owner,150000,Hyundai
Tata,35000,Diesel,First Owner,259000,Tata
Tata,90000,Diesel,First Owner,220000,Tata
Tata,35000,Diesel,Second Owner,246000,Tata
Maruti,120000,Petrol,First Owner,240000,Maruti
Hyundai,60000,Diesel,First Owner,946000,Hyundai
Tata,70000,Diesel,First Owner,215000,Tata
Maruti,60000,Petrol,Fourth & Above Owner,50000,Maruti
Honda,100000,Diesel,First Owner,310000,Honda
Hyundai,35000,Petrol,First Owner,220000,Hyundai
Maruti,90000,Diesel,Third Owner,195000,Maruti
Hyundai,50000,Petrol,First Owner,650000,Hyundai
Hyundai,98000,Petrol,First Owner,350000,Hyundai
Hyundai,30000,Petrol,First Owner,360000,Hyundai
Hyundai,50000,Petrol,Second Owner,550000,Hyundai
Hyundai,26000,Petrol,First Owner,490000,Hyundai
Maruti,46000,Petrol,Second Owner,195000,Maruti
Maruti,80000,Petrol,Fourth & Above Owner,125000,Maruti
Tata,10000,Petrol,First Owner,459999,Tata
Maruti,16700,Petrol,First Owner,275000,Maruti
Maruti,70000,Diesel,First Owner,680000,Maruti
Maruti,7967,Petrol,First Owner,600000,Maruti
Maruti,20000,Petrol,First Owner,720000,Maruti
Maruti,50000,Diesel,First Owner,295000,Maruti
Renault,9656,Petrol,First Owner,356000,Renault
Hyundai,50000,Petrol,First Owner,225000,Hyundai
Ford,17000,Diesel,First Owner,725000,Ford
Chevrolet,50000,Petrol,First Owner,130000,Chevrolet
Renault,10000,Petrol,First Owner,300000,Renault
Hyundai,43000,Petrol,Second Owner,400000,Hyundai
Hyundai,50000,Diesel,First Owner,550000,Hyundai
Maruti,90000,Petrol,Second Owner,120000,Maruti
Mahindra,100000,Diesel,Second Owner,409999,Mahindra
Hyundai,80000,Petrol,Second Owner,110000,Hyundai
Mahindra,120000,Diesel,First Owner,450000,Mahindra
Maruti,5000,Petrol,First Owner,610000,Maruti
Ford,68609,Diesel,First Owner,515000,Ford
Ford,33360,Diesel,First Owner,925000,Ford
Nissan,14317,Petrol,First Owner,860000,Nissan
Ford,87237,Diesel,Second Owner,225000,Ford
Ford,62960,Diesel,First Owner,500000,Ford
Maruti,26634,Petrol,First Owner,600000,Maruti
Ford,163720,Diesel,First Owner,195000,Ford
Maruti,67998,Petrol,First Owner,265000,Maruti
Ford,20706,Diesel,First Owner,650000,Ford
Ford,100581,Diesel,First Owner,415000,Ford
Renault,67303,Diesel,First Owner,600000,Renault
Maruti,79139,Petrol,First Owner,340000,Maruti
Hyundai,84784,Diesel,First Owner,350000,Hyundai
Maruti,130376,Diesel,Second Owner,265000,Maruti
Tata,72000,Diesel,First Owner,625000,Tata
Hyundai,127000,Diesel,Second Owner,245000,Hyundai
Maruti,120000,Diesel,First Owner,395000,Maruti
Fiat,120000,Diesel,Second Owner,190000,Fiat
Hyundai,100000,Diesel,First Owner,490000,Hyundai
Toyota,148000,Diesel,Second Owner,450000,Toyota
Maruti,40000,Diesel,First Owner,955000,Maruti
Maruti,110000,Diesel,First Owner,525000,Maruti
Tata,30000,Petrol,First Owner,550000,Tata
Tata,120000,Diesel,Second Owner,200000,Tata
Ford,15000,Petrol,First Owner,500000,Ford
Maruti,33500,Diesel,First Owner,825000,Maruti
Mahindra,70000,Diesel,First Owner,250000,Mahindra
Toyota,10000,Petrol,First Owner,600000,Toyota
Mahindra,22053,Diesel,First Owner,1325000,Mahindra
Mahindra,50000,Diesel,First Owner,770000,Mahindra
Chevrolet,78432,Diesel,First Owner,415000,Chevrolet
Hyundai,125000,Diesel,Second Owner,825000,Hyundai
Ford,80000,Diesel,First Owner,530000,Ford
Toyota,270000,Diesel,Third Owner,425000,Toyota
Honda,50000,Petrol,Second Owner,310000,Honda
Tata,20000,Petrol,First Owner,390000,Tata
Hyundai,30000,Petrol,First Owner,700000,Hyundai
Hyundai,70000,Petrol,Second Owner,200000,Hyundai
Toyota,7200,Diesel,First Owner,1050000,Toyota
Honda,97000,Diesel,First Owner,580000,Honda
Hyundai,60000,Petrol,Second Owner,200000,Hyundai
Chevrolet,25000,Petrol,First Owner,245000,Chevrolet
Hyundai,94000,Petrol,Second Owner,210000,Hyundai
Maruti,90000,Petrol,Second Owner,50000,Maruti
Chevrolet,50000,Diesel,Second Owner,700000,Chevrolet
Tata,35000,Diesel,First Owner,660000,Tata
Honda,117500,Petrol,Second Owner,630000,Honda
Mahindra,78500,Diesel,First Owner,950000,Mahindra
Hyundai,8000,Petrol,First Owner,740000,Hyundai
Ford,25000,Petrol,First Owner,570000,Ford
Hyundai,60000,Diesel,Third Owner,450000,Hyundai
Datsun,10000,Petrol,First Owner,390000,Datsun
Ford,70000,Petrol,Second Owner,180000,Ford
Tata,60000,Petrol,First Owner,130000,Tata
Honda,70000,Petrol,Second Owner,270000,Honda
Maruti,25000,Petrol,Third Owner,60000,Maruti
Hyundai,90000,Petrol,Third Owner,170000,Hyundai
Hyundai,90000,Diesel,First Owner,978999,Hyundai
Tata,25000,Petrol,First Owner,490000,Tata
Ford,60000,Diesel,Second Owner,280000,Ford
Tata,25000,Petrol,First Owner,390000,Tata
Maruti,60000,Petrol,Fourth & Above Owner,170000,Maruti
Chevrolet,70000,Petrol,First Owner,45000,Chevrolet
Maruti,80000,Diesel,Second Owner,640000,Maruti
Mahindra,110000,Diesel,Second Owner,650000,Mahindra
Mahindra,115717,Diesel,First Owner,500000,Mahindra
Ford,110000,Diesel,Second Owner,90000,Ford
